date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,camp_management_other,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,idp_tertiary_left_other,unacc_minors,separated_children,female_hh,child_hh,phys_disabled,mental_disabled,vuln_hh_location,friction_host,friction_site,eviction_notice,cfs_onsite,security_concerns,security_risks,free_movt_men,free_movt_women,free_movt_boys,free_movt_girls,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,shelter_types_other,shelter_number,electricity,shelter_support,shelter_support_types,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,nfi_market_safe,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,female_staff,health_birth,impediments_women,types_impediments,types_impediments_other,impediments_othergroups,health_issues,health_issues_other,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,school_type_other,nutrition_avail,nutrition_dist,nutrition_service,nutrition_service_other,info_sources,info_sources_other,info_needs,info_needs_other,info_sufficient,complaints_mechanism,primary_language,secondary_languages,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs
42997,community_leader camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Maqsuud,rural,planned_site,215,500,no, , , , , , , , , , ,200,100,100,50,50,215,0,0,0,0,70,yes,no,no,no,42736,42736,community_leader, , ,residents womens, ,committees,no,yes,private, ,clan, ,formal,community,written,no, ,yes,goods_aid, ,no, ,no,lower_shabelle,floods drought, ,middle_shabelle,floods drought, ,banadir,no_livelihoods, ,0,20,0,20,0,2,no,no,yes,no,no,eviction, ,yes,yes,yes,yes,yes,no,nat_army,no,yes,buul,Tent ,150,yes,no, , ,no,no,yes,30,yes,no, , , ,4, , , ,4, ,no,no,no,no,no, , , , , , , , , ,10,5,daily,none, , ,yes,60,market,yes, ,yes,yes,no, , ,no,cholera_awd, ,no,42948,cholera_awd, ,yes,1,primary, ,yes,60,tsfp, ,friends_family aid_worker radio, ,food market_prices, ,no,yes,somali_maay,somali_standard somali_benaadir,2.056685,45.268025,yes,yes
42998,community_leader camp_manager, ,no,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Alhilal,rural,planned_site,82,300,no, , , , , , , , , , ,150,50,50,25,25,82,0,0,0,0,82,no,no,yes,yes,42979,42979,community_leader, , ,residents womens, ,committees,yes,no,private, ,clan, ,formal,community,written,no, ,yes,goods_aid, ,no, ,no,bay,conflict_surrounding no_livelihoods, ,lower_shabelle,drought no_livelihoods, ,bakool,drought no_livelihoods, ,0,0,20,10,3,3,yes,no,no,no,no,eviction, ,yes,yes,yes,yes,yes,yes,nat_police, ,no,buul timber_plastic,Tent ,200,no,no, , ,no,no,yes,30,yes,yes,30, , ,1, , , ,1, ,no,no,no,no,no, , , , , , , , , ,20,5,daily,none, , ,yes,30,market,no, , ,no, , , , ,none, ,no,42979,other,Nothing ,no, , , ,yes,15,tsfp, ,friends_family tv radio, ,food water market_prices, ,no,no,somali_standard,somali_benaadir,2.04712,45.25688333,yes,yes
43002,other,G.ku xigeen ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Mandeeq 1,urban,spontaneous_site,120,720,no, , , , , , , , , , ,350,80,253,15,22,120,0,0,0,0,50,yes,no,yes,no,42156,42583,community_leader, , ,residents womens wash, ,committees community_leader elders,no,no,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,drought no_livelihoods no_services, ,bay,conflict_other drought no_livelihoods no_services, ,bakool,conflict_other drought no_livelihoods no_services, ,0,5,45,15,1,1,yes,no,no,no,no,eviction, ,yes,yes,yes,no,no,yes,clan,no,no,buul timber_plastic cgi,Maya ,155,no,no, , ,no,no,no, , ,yes,25, , ,2, , , ,2, ,no,yes,no,no,no, , , , , , , , , ,10,5,more_month,none, , ,yes,35,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42917,cholera_awd, ,no, , , ,no, , , ,religious_leader aid_worker radio, ,food access_id security water shelter, ,no,no,somali_maay,somali_standard,2.063113333,45.24443167,yes,yes
42998,community_leader camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Liban,rural,planned_site,62,300,no, , , , , , , , , , ,150,50,50,25,25,62,0,0,0,0,0,no,no,yes,yes,42979,42979,community_leader, , ,residents womens, ,committees,no,no,private, ,clan, ,formal,community,written,no, ,yes,goods_aid, ,no, ,no,lower_shabelle,no_livelihoods no_services, ,bay,conflict_community no_livelihoods, ,bakool,drought no_livelihoods, ,0,0,20,10,0,0,yes,yes,no,no,no,eviction, ,yes,yes,yes,yes,yes,yes,nat_police, ,no,buul timber_plastic,Tent ,50,no,no, , ,no,no,yes,20,yes,no, , , ,1, , , ,1, ,no,no,no,no,no, , , , , , , , , ,20,5,daily,none, , ,yes,30,market,yes,10,no,no,no, , ,no,none, ,no,42979,other,New camps ,no, , , ,yes,15,tsfp, ,friends_family aid_worker radio, ,food water, ,no,yes,somali_maay,somali_standard,2.047161667,45.25682,yes,yes
43002,camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Imaan 1,urban,planned_site,380,500,no, , , , , , , , , , ,100,100,100,100,100,380,0,0,0,0,15,no,no,no,no,42795,42856,community_leader, , ,residents,no,committees,no,no,private, ,other,Goofle,formal,community,written,no, ,no,cash, ,no, ,no,lower_shabelle,conflict_community drought, ,middle_shabelle,conflict_community drought, ,bay,conflict_community drought, ,0,0,10,0,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,clan, ,no,buul tent,Bac,166,no,no, , ,no,no,no, , ,no, , , ,7, , , ,7, ,no,no,no,no,no, , , , , , , , , ,5,7,weekly,none, , ,no, ,market,no, , ,no, , , , ,cholera_awd, ,no,42948,cholera_awd, ,no, , , ,no, , , ,friends_family, ,food water, ,yes,yes,somali_standard,somali_maay,2.065906667,45.235105,yes,yes
42998,community_leader camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Fatax,rural,planned_site,72,270,no, , , , , , , , , , ,150,40,40,20,20,72,0,0,0,0,0,no,no,no,no,42979,42979,community_leader, , ,residents womens, ,committees,no,no,private, ,clan, ,formal,community,written,no, ,yes,no_rent, ,no, ,no,bay,drought no_livelihoods, ,lower_shabelle,floods drought, ,middle_shabelle,drought no_livelihoods, ,0,0,20,10,2,2,yes,no,no,no,no,eviction, ,yes,yes,yes,yes,no,no,nat_police, ,no,buul,Plastic sheet ,50,no,no, , ,no,no,no, , ,no, , , ,1, , , ,1, ,no,no,no,yes,no, , , , , , , , , ,10,5,daily,none, , ,no, ,market,no, , ,no, , , , ,none, ,no,42979,other,Nothing they are New arrived iDPs ,no, , , ,yes,20,tsfp, ,friends_family aid_worker, ,food water market_prices, ,no,no,somali_maay,somali_standard somali_benaadir,2.047688333,45.256375,yes,yes
43002,other,Gudomiye ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Daryeel 2,peri_urban,planned_site,94,376,no, , , , , , , , , , ,254,26,60,16,20,94,0,0,0,0,65,yes,no,yes,yes,42856,42917,no_management, , ,residents womens, ,committees,yes,yes,private, ,host, ,formal,community,written,yes,9/1/2023,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought, ,bakool,conflict_community drought, ,13,21,18,30,3,0,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_army,yes,no,buul timber_plastic,Maya ,190,no,no, , ,no,no,no, , ,yes,60, , ,1, , , ,1, ,no,no,no,no,yes,yes, , , , , , ,other,Tubo,10,7,daily,none, , ,yes,120,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42887,malaria, ,yes,5,quranic, ,no, , , ,friends_family, ,food health water, ,no,no,somali_maay,somali_standard,2.062411667,45.24397167,yes,yes
42997,other,Gudoomiye ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Daryeel 1,peri_urban,planned_site,150,290,no, , , , , , , , , , ,150,30,60,10,40,150,0,0,0,0,50,yes,no,no,yes,42491,42856,no_management, , ,residents womens, ,committees,yes,yes,private, ,host, ,informal,community, ,no, ,no,no_rent, ,no, ,yes,bay,conflict_community drought, ,bakool,conflict_community drought, ,middle_shabelle,conflict_community drought, ,6,10,70,15,30,6,yes,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,nat_army,yes,no,buul timber_plastic,Maya,140,no,no, , ,no,no,no, , ,yes,90, , ,2, , , ,2, ,no,no,no,no,yes,yes, , , , , , ,tank_tap, ,6,7,daily,none, , ,yes,15,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42826,cholera_awd, ,yes,5,quranic, ,no, , , ,friends_family, ,food health water, ,no,no,somali_maay,somali_standard,2.056498333,45.26802,yes,yes
43002,gatekeeper camp_manager, ,no,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Darul ubax,urban,planned_site,500,1500,no, , , , , , , , , , ,600,250,400,125,125,500,0,0,0,0,100,yes,no,no,no,42826,42917,local_authority, , ,residents womens, ,committees community_leader,yes,yes,private, ,clan, ,formal,community,written,no, ,yes,cash, ,no, ,no,lower_shabelle,drought no_livelihoods, ,bay,floods no_livelihoods, ,bakool,conflict_community drought, ,0,1,70,0,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_army,no,no,buul,Buul ,550,no,no, , ,no,yes,yes,30,yes,no, , , ,6, , , ,6, ,no,no,no,no,yes,yes, , , , , , ,kiosk, ,5,5,daily,none, , ,yes,5,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42917,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,food health contact_aid water shelter, ,no,no,somali_standard,somali_maay,2.06795,45.23731333,yes,yes
42997,community_leader camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Daris wanag,rural,planned_site,150,340,no, , , , , , , , , , ,100,100,140,0,0,150,0,0,0,0,25,yes,no,yes,no,42614,42614,community_leader, , ,residents womens, ,committees,no,no,private, ,clan, ,formal,community,written,no, ,yes,no_rent, ,no, ,no,lower_shabelle,floods drought, ,bakool,floods drought, ,middle_shabelle,floods drought, ,0,20,20,0,5,0,no,yes,no,no,no,eviction, ,yes,yes,yes,yes,yes,no,nat_police,no,no,buul,Tent ,100,yes,no, , ,no,yes,no, , ,no, ,5,5, , ,5,5, , ,no,no,no,yes,no, , , , , , , , , ,10,5,daily,none, , ,yes,40,market,yes,60,no,no,no, , ,yes,cholera_awd, ,yes,42614,cholera_awd, ,yes,1,primary, ,yes,60,tsfp, ,friends_family community_leader radio, ,food contact_aid market_prices, ,no,no,somali_benaadir,somali_standard,2.056216667,45.26706,yes,yes
42997,gatekeeper, ,no,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Cosob 1,urban,planned_site,250,2222,no, , , , , , , , , , ,630,322,450,380,440,250,0,0,0,0,5,yes,no,no,no,41760,42644,no_management, , ,residents womens, ,committees,no,no,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community, , , , , , , ,0,0,0,0,0,0,no,no,no,yes,no,none, ,no,yes,yes,yes,yes,no,clan, ,no,buul tent,No,230,no,no, , ,no,no,no, , ,yes,53, , , , , , , , , , ,no,no,no, , , , , , , , , ,63,7,monthly,none, , ,no, ,market,no, , ,yes, , , , ,malaria, ,no,42248,cholera_awd, ,no, , , ,no, , , ,religious_leader community_leader aid_worker, ,missing_persons food security water, ,no,no,somali_standard,somali_maay,2.061515,45.25424333,yes,yes
43002,camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Bula sheq,urban,planned_site,400,900,no, , , , , , , , , , ,400,150,300,25,25,400,0,0,0,0,100,yes,no,no,no,42795,42917,no_management, , ,residents womens, ,committees community_leader,yes,yes,private, ,clan, ,formal,community,written,no, ,no,goods_aid, ,no, ,no,lower_shabelle,drought no_livelihoods, ,middle_shabelle,no_livelihoods no_services, ,bay,no_livelihoods no_services, ,0,10,25,6,4,5,no,yes,no,no,yes,none, ,yes,yes,yes,yes,no,no,nat_army,no,no,buul,Buul ,700,no,no, , ,no,no,yes,30,yes,no, , , ,25, , , ,25, ,no,no,no,no,yes,yes, , , , , , ,piped, ,10,5,daily,none, , ,no, ,market,no, , ,no, , , , ,cholera_awd, ,yes,42948,cholera_awd, ,no, , , ,no, , , ,friends_family tv radio, ,food health shelter, ,no,no,somali_maay,somali_benaadir,2.06787,45.23715667,yes,yes
43002,community_leader gatekeeper, ,no,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Beer gadiid,rural,planned_site,700,2000,no, , , , , , , , , , ,1000,300,600,50,50,700,0,0,0,0,50,yes,yes,yes,yes,42767,42767,no_management, , ,residents womens, ,committees,yes,no,private, ,clan, ,formal,community,written,no, ,yes,no_rent, ,no, ,yes,lower_shabelle,drought no_livelihoods, ,middle_shabelle,drought no_livelihoods, ,bay,drought no_livelihoods, ,0,10,100,20,2,2,no,no,no,no,no,eviction, ,yes,yes,yes,yes,no,yes,nat_police,no,no,buul,Buul ,800,no,no, , ,no,no,no, , ,no, , , ,3, , , ,3, ,no,no,no,no,yes,yes, , , , , , ,kiosk, ,20,5,daily,none, , ,yes,20,market,no, , ,no, , , , ,cholera_awd, ,no,42887,cholera_awd, ,no, , , ,yes,20,tsfp wet_feeding, ,religious_leader radio, ,food water, ,no,no,somali_benaadir,somali_maay,2.065841667,45.235065,yes,yes
42997,community_leader, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Barxadwayn,peri_urban,planned_site,250,340,no, , , , , , , , , , ,180,80,80,0,0,250,0,0,0,0,120,yes,yes,no,yes,42401,42401,community_leader, , ,residents womens, ,committees,yes,no,private, ,clan, ,formal,community,written,no, ,yes,no_rent, ,no, ,no,lower_shabelle,drought no_livelihoods, ,bakool,floods no_livelihoods, ,middle_shabelle,floods drought, ,0,20,20,0,50,0,yes,no,yes,no,no,eviction, ,yes,yes,yes,yes,yes,no,nat_police,no,no,buul,Tent ,200,yes,no, , ,no,no,yes,30,yes,no, , , ,2, , , ,2, ,no,no,no,no,yes,yes, , , , , , ,kiosk, ,10,5,daily,none, , ,yes,40,market,no, , ,no, , , , ,cholera_awd, ,yes,42430,cholera_awd, ,yes,1,primary, ,yes,60,tsfp, ,community_leader aid_worker, ,missing_persons food shelter, ,no,no,somali_benaadir,somali_standard,2.055171667,45.26565833,yes,yes
42997,gatekeeper, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Barwaqo 5,urban,planned_site,103,470,no, , , , , , , , , , ,203,86,88,47,46,103,0,0,0,0,7,yes,no,yes,no,42156,42491,no_management, , ,residents womens, ,community_leader,no,yes,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community, , , , , , , ,0,0,0,0,0,0,no,no,yes,no,no,eviction, ,yes,yes,yes,yes,no,no,clan, ,no,buul tent,No,300,no,no, , ,no,no,no, , ,yes,90, , , , , , , , , , ,no,no,no, , , , , , , , , ,83,5,weekly,none, , ,no, ,market,no, , ,yes, , , , ,malaria, ,no,42644,malaria, ,no, , , ,dnk, , , ,religious_leader community_leader aid_worker, ,missing_persons food health access_id security contact_aid water shelter market_prices, ,no,no,somali_maay,somali_standard,2.061136667,45.25427167,yes,yes
42996,gatekeeper, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Barwaaqo 3,urban,planned_site,75,275,no, , , , , , , , , , ,135,58,66,5,11,75,0,0,0,0,3,no,yes,yes,yes,41518,41944,no_management, , ,residents womens, ,committees,yes,yes,private, ,business, ,formal,community,written,yes,12/1/2017,yes,cash, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding conflict_other drought, , , , , , , ,11,30,55,6,1,0,yes,yes,yes,yes,no,none, ,yes,yes,yes,yes,yes,yes,clan,yes,no,buul tent timber_plastic,No,220,no,no, , ,no,no,no, , ,no, , , , , , , , , , , ,no,no,yes,yes, , , , , , ,kiosk piped, ,5,7,weekly,none, , ,no, ,market,no, , ,yes, , , , ,none, ,no,42614,malaria, ,yes,63,primary secondary, ,no, , , ,religious_leader community_leader aid_worker, ,food health security contact_aid water, ,no,yes,somali_maay,somali_standard,2.064005,45.25903333,yes,yes
43002,camp_manager, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Barwaaqa 2,urban,spontaneous_site,352,1000,no, , , , , , , , , , ,400,200,300,50,50,352,0,0,0,0,260,yes,yes,yes,yes,42917,42948,residents, , ,womens elder_meeting wash health education childrens, ,committees community_leader elders,yes,no,private, ,other,Goofle ,informal,family, ,no, ,yes,goods_aid, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding threats, ,bay,conflict_community conflict_surrounding threats, ,middle_shabelle,conflict_surrounding threats drought, ,13,13,73,4,87,12,yes,no,no,no,no,eviction, ,yes,yes,yes,yes,no,no,other,yes,no,buul,Buush,600,no,no, , ,no,no,yes,30,yes,no, , , , , , , , , , , ,no,no,no, , , , , , , , , ,5,2,more_month,none, , ,yes,30,household,no, , ,yes, , , , ,malaria other,Measles,yes,42948,cholera_awd, ,no, , , ,no, , , ,friends_family religious_leader community_leader, ,food water shelter other,Musqul ,no,no,somali_standard,somali_maay,2.06427,45.23816333,yes,yes
42997,gatekeeper camp_manager, ,no,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Banan jiif,rural,planned_site,385,800,no, , , , , , , , , , ,400,150,150,50,50,385,0,0,0,0,30,yes,no,yes,no,42156,42887,community_leader, , ,residents womens, ,committees,no,no,private, ,clan, ,formal,community,written,no, ,yes,goods_aid, ,no, ,no,lower_shabelle,drought no_livelihoods, ,bay,drought no_livelihoods, ,middle_shabelle,drought no_livelihoods, ,0,20,20,0,5,0,yes,no,no,no,no,eviction, ,yes,yes,yes,yes,yes,no,nat_police,no,yes,buul,Tent ,200,yes,no, , ,no,no,yes,30,yes,no, , , ,6, , , ,6, ,no,no,yes,no,no, , , , , , , , , ,5,5,daily,none, , ,yes,40,market,yes,60,yes,yes,no, , ,no,cholera_awd, ,yes,42461,cholera_awd, ,yes,1,primary, ,yes,60,tsfp, ,friends_family aid_worker radio, ,food water market_prices, ,yes,no,somali_benaadir,somali_standard,2.055236667,45.26624167,yes,yes
42998,gatekeeper, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Al xaliim,urban,spontaneous_site,47,282,no, , , , , , , , , , ,138,35,95,5,9,47,0,0,0,0,10,yes,no,yes,no,42125,42917,community_leader, , ,residents womens wash, ,committees community_leader elders,no,no,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,drought no_livelihoods no_services, ,bay,drought no_livelihoods no_services, , , , ,0,5,25,10,2,0,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,clan,no,no,buul timber_plastic cgi,Maya ,60,no,no, , ,no,no,no, , ,yes,15, , ,2, , , ,2, ,no,yes,no,no,no, , , , , , , , , ,10,6,more_month,none, , ,yes,25,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42887,cholera_awd, ,no, , , ,no, , , ,community_leader aid_worker radio, ,food access_id security water shelter, ,no,no,somali_maay,somali_standard,2.067091667,45.24452333,yes,yes
42996,community_leader camp_manager, ,yes,idp,female,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Banaaney,peri_urban,planned_site,130,250,no, , , , , , , , , , ,150,40,40,10,10,130,0,0,0,0,40,yes,yes,yes,yes,42370,42979,community_leader, , ,residents womens, ,committees,no,,private, ,clan, ,formal,community,written,no, ,yes,goods_aid, ,no, ,no,middle_shabelle,floods drought, ,lower_shabelle,drought no_livelihoods, ,bay,drought no_livelihoods, ,0,0,20,0,0,0,no,no,no,no,yes,eviction,,yes,yes,yes,yes,no,no,nat_army, ,no,buul,Tent ,80,yes,yes,emergency, ,no,no,yes,30,yes,no, , , ,2, , , ,2, ,no,no,no,yes,yes,yes, , , , , , ,kiosk, ,10,5,daily,none, , ,yes,60,market,yes,60,no,no,yes,no_money, ,yes,cholera_awd, ,yes,42614,malaria, ,yes,5,primary, ,yes,60,tsfp, ,friends_family community_leader radio, ,missing_persons food water, ,yes,no,somali_benaadir,somali_standard,2.055416667,45.26888667,yes,yes
42994,community_leader gatekeeper, ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Naxariis,rural,spontaneous_site,110,280,no, , , , , , , , , , ,50,50,100,40,40,110,0,0,0,0,0,yes,no,no,no,42430,42948,community_leader, , ,womens childrens, ,committees,no,,local_authority, , , ,formal,community,written,no, ,yes,goods_aid, ,no, ,no,lower_shabelle,conflict_community no_livelihoods, ,bakool,conflict_surrounding drought, ,bay,conflict_surrounding drought, ,0,10,10,0,0,0,no,no,no,no,no,eviction,,yes,yes,yes,yes,yes,no,comm_sec,no,no,buul,Plastic sheet ,3,yes,yes,emergency, ,no,yes,no, , ,no, , , ,3, , , ,3, ,no,yes,yes,yes,yes,yes, , , , , , ,kiosk, ,5,5,weekly,none, , ,yes,10,market,yes,10,yes,no,no, , ,yes,malaria, ,yes,42948,malaria, ,yes,1,primary, ,yes,10,tsfp, ,friends_family aid_worker radio, ,food shelter, ,no,no,somali_maay,somali_benaadir,2.052478333,45.26007167,yes,yes
43002,other,Gudomiye ,yes,idp,male,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Tayo,peri_urban,planned_site,105,500,no, , , , , , , , , , ,300,50,100,20,30,105,0,0,0,0,50,yes,no,yes,yes,42887,42917,no_management, , ,residents womens, ,committees,yes,,private, ,host, ,none, , , , ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought, ,bakool,conflict_community drought, ,8,6,60,40,9,1,yes,no,no,yes,no,eviction,,yes,yes,yes,yes,no,no,nat_army,yes,no,buul timber_plastic,Maya ,200,no,no, , ,no,no,no, , ,yes,120, , ,2, , , ,2, ,no,no,no,yes,yes,yes, , , , , , ,other,Tubo,6,7,daily,none, , ,yes,90,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42917,cholera_awd, ,yes,5,quranic, ,no, , , ,friends_family, ,food health water, ,no,no,somali_maay,somali_standard,2.061966667,45.24334,yes,yes
43002,other,Gudoomiye ku xigen,yes,idp,female,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Rayo,peri_urban,planned_site,105,500,no, , , , , , , , , , ,300,50,100,20,30,105,0,0,0,0,50,yes,no,yes,yes,42887,42917,no_management, , ,residents womens, ,committees,yes,,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought, ,bakool,conflict_community drought, ,8,6,60,40,9,1,yes,no,no,yes,no,eviction,,yes,yes,yes,yes,no,no,nat_army,yes,no,buul timber_plastic,Maya,200,no,no, , ,no,no,no, , ,yes,120, , ,2, , , ,2, ,no,yes,no,yes,yes,yes, , , , , , ,other,Tubo,6,7,daily,none, , ,yes,90,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42917,cholera_awd, ,yes,5,quranic, ,no, , , ,friends_family, ,food health water, ,no,no,somali_maay,somali_standard,2.062003333,45.24317167,yes,yes
42996,community_leader, ,yes,idp,female,banadir,mogadishu_kaxda,other,other,Dharkenley,Dhumase,urban,spontaneous_site,240,300,no, , , , , , , , , , ,200,40,50,2,8,240,0,0,0,0,16,yes,no,yes,yes,42826,42826,no_management, , ,womens elder_meeting wash, ,committees,yes,,private, ,business, ,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,drought, ,lower_shabelle,conflict_community drought, ,bakool,drought, ,0,0,10,0,5,0,yes,no,no,no,no,none,,yes,yes,yes,yes,no,no,nat_police, ,no,buul tent,Buul,50,no,no, , ,no,no,yes,10,yes,no, , , ,3, , , ,2, ,no,yes,no,no,yes,yes, , , , , , ,kiosk, ,5,5,daily,none, , ,yes,10,market,no, , ,yes, , , , ,cholera_awd, ,yes,42917,cholera_awd, ,yes,2,quranic, ,no, , , ,religious_leader community_leader aid_worker, ,food health water shelter, ,no,no,somali_maay,somali_standard,2.052385,45.25868167,yes,yes
43002,community_leader, ,yes,idp,male,banadir,mogadishu_kaxda,other,other,tabeelaha,Cosob 2,urban,planned_site,85,510,no, , , , , , , , , , ,300,80,100,15,15,85,0,0,0,0,0,yes,no,no,no,42979,42979,no_management, , ,residents womens elder_meeting, ,committees community_leader,no,,private, ,business, ,informal,family, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community threats drought, ,bari,drought, ,bakool,drought, ,30,30,60,80,8,1,yes,no,no,no,no,eviction,,yes,yes,yes,yes,no,no,clan,no,no,buul,hoomey,85,no,no, , ,no,no,yes,15,yes,no, , , , , , , , , , , ,no,no,no, , , , , , , , , ,10,5,weekly,none, , ,yes,15,market,no, , ,yes, , , , ,cholera_awd malaria polio, ,yes,42979,cholera_awd, ,no, , , ,no, , , ,friends_family religious_leader, ,missing_persons food health access_id water shelter, ,no,yes,somali_maay,somali_standard,2.049056667,45.258005,yes,yes
42994,community_leader, ,yes,idp,female,banadir,mogadishu_kaxda,NA-3807-Z08-001, , ,Degmada kaxda 2,urban,spontaneous_site,95,570,no, , , , , , , , , , ,150,110,125,75,110,95,0,0,0,0,19,yes,no,no,yes,41518,41852,local_authority, , ,residents wash health,yes,community_leader elders,no,,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,hiraan,drought, ,middle_shabelle,conflict_other, ,lower_shabelle,conflict_community, ,3,0,10,25,1,1,no,no,no,no,no,none,,yes,yes,yes,yes,no,no,clan,no,no,buul,Bush,95,no,no, , ,yes,no,yes,20,yes,no, , , ,4, , , ,4, ,no,yes,no,no,yes,yes, , , , , , ,piped, ,4,7,weekly,none, , ,yes,20,market,no, , ,no, , , , ,cholera_awd, ,yes,42917,cholera_awd, ,no, , , ,no, , , ,friends_family aid_worker, ,food health water, ,no,no,somali_standard,somali_maay,2.051058333,45.26844333,yes,yes
